date,ticker,close,volume
2018-01-02,AAPL,40.23237228393555,102223600
2018-01-03,AAPL,40.22537612915039,118071600
2018-01-04,AAPL,40.41221618652344,89738400
2018-01-05,AAPL,40.872310638427734,94640000
2018-01-08,AAPL,40.72052001953125,82271200
2018-01-09,AAPL,40.71583557128906,86336000
2018-01-10,AAPL,40.70649719238281,95839600
2018-01-11,AAPL,40.937713623046875,74670800
2018-01-12,AAPL,41.360443115234375,101672400
2018-01-16,AAPL,41.15025329589844,118263600
2018-01-17,AAPL,41.82990646362305,137547200
2018-01-18,AAPL,41.86726379394531,124773600
2018-01-19,AAPL,41.6804313659668,129700400
2018-01-22,AAPL,41.33942794799805,108434400
2018-01-23,AAPL,41.34877395629883,130756400
2018-01-24,AAPL,40.69014358520508,204420400
2018-01-25,AAPL,39.96379852294922,166116000
2018-01-26,AAPL,40.05720901489258,156572000
2018-01-29,AAPL,39.22808837890625,202561600
2018-01-30,AAPL,38.99685287475586,184192800
2018-01-31,AAPL,39.104305267333984,129915600
2018-02-01,AAPL,39.18604278564453,188923200
2018-02-02,AAPL,37.48577117919922,346375200
2018-02-05,AAPL,36.54920959472656,290954000
2018-02-06,AAPL,38.07665252685547,272975200
2018-02-07,AAPL,37.261539459228516,206434400
2018-02-08,AAPL,36.23622512817383,217562000
2018-02-09,AAPL,36.679439544677734,282690400
2018-02-12,AAPL,38.156856536865234,243278000
2018-02-13,AAPL,38.53910446166992,130196800
2018-02-14,AAPL,39.249664306640625,162579600
2018-02-15,AAPL,40.567596435546875,204588800
2018-02-16,AAPL,40.43626403808594,160704400
2018-02-20,AAPL,40.30026626586914,135722000
2018-02-21,AAPL,40.11734390258789,149886400
2018-02-22,AAPL,40.45269775390625,123967600
2018-02-23,AAPL,41.156211853027344,135249600
2018-02-26,AAPL,41.9699592590332,152648800
2018-02-27,AAPL,41.833946228027344,155712400
2018-02-28,AAPL,41.7706298828125,151128400
2018-03-01,AAPL,41.038970947265625,195208000
2018-03-02,AAPL,41.32271957397461,153816000
2018-03-05,AAPL,41.46577835083008,113605600
2018-03-06,AAPL,41.43059158325195,95154000
2018-03-07,AAPL,41.04601287841797,126814000
2018-03-08,AAPL,41.49391555786133,95096400
2018-03-09,AAPL,42.206809997558594,128740800
2018-03-12,AAPL,42.61486053466797,128828400
2018-03-13,AAPL,42.204471588134766,126774000
2018-03-14,AAPL,41.84567642211914,117473600
2018-03-15,AAPL,41.894927978515625,90975200
2018-03-16,AAPL,41.7471809387207,157618800
2018-03-19,AAPL,41.109317779541016,133787200
2018-03-20,AAPL,41.09524917602539,78597600
2018-03-21,AAPL,40.16425704956055,148219600
2018-03-22,AAPL,39.596744537353516,165963200
2018-03-23,AAPL,38.679813385009766,164115200
2018-03-26,AAPL,40.51601028442383,150164800
2018-03-27,AAPL,39.47713851928711,163690400
2018-03-28,AAPL,39.04094696044922,166674000
2018-03-29,AAPL,39.3458137512207,153594000
2018-04-02,AAPL,39.087860107421875,150347200
2018-04-03,AAPL,39.488861083984375,121112000
2018-04-04,AAPL,40.243980407714844,138422000
2018-04-05,AAPL,40.52305603027344,107732800
2018-04-06,AAPL,39.48651123046875,140021200
2018-04-09,AAPL,39.87815475463867,116070800
2018-04-10,AAPL,40.628578186035156,113634400
2018-04-11,AAPL,40.43863296508789,89726400
2018-04-12,AAPL,40.8372917175293,91557200
2018-04-13,AAPL,40.975650787353516,100497200
2018-04-16,AAPL,41.231266021728516,86313600
2018-04-17,AAPL,41.79877471923828,106421600
2018-04-18,AAPL,41.70496368408203,83018000
2018-04-19,AAPL,40.52305603027344,139235200
2018-04-20,AAPL,38.86272430419922,261964400
2018-04-23,AAPL,38.750160217285156,146062000
2018-04-24,AAPL,38.21080017089844,134768000
2018-04-25,AAPL,38.377281188964844,113528400
2018-04-26,AAPL,38.510955810546875,111852000
2018-04-27,AAPL,38.065399169921875,142623200
2018-04-30,AAPL,38.754844665527344,169709600
2018-05-01,AAPL,39.65536117553711,214277600
2018-05-02,AAPL,41.40715026855469,266157600
2018-05-03,AAPL,41.482200622558594,136272800
2018-05-04,AAPL,43.10966110229492,224805200
2018-05-07,AAPL,43.42157745361328,169805600
2018-05-08,AAPL,43.63029098510742,113611200
2018-05-09,AAPL,43.9375,92844800
2018-05-10,AAPL,44.56596755981445,111957200
2018-05-11,AAPL,44.396461486816406,104848800
2018-05-14,AAPL,44.29288101196289,83115200
2018-05-15,AAPL,43.890342712402344,94780800
2018-05-16,AAPL,44.29994583129883,76732400
2018-05-17,AAPL,44.019805908203125,69176000
2018-05-18,AAPL,43.85972213745117,73190800
2018-05-21,AAPL,44.17048263549805,73603200
2018-05-22,AAPL,44.0598258972168,60962800
2018-05-23,AAPL,44.34233093261719,80233600
2018-05-24,AAPL,44.29288101196289,92936000
2018-05-25,AAPL,44.39411163330078,69844000
2018-05-29,AAPL,44.234046936035156,90056400
2018-05-30,AAPL,44.139869689941406,74762000
2018-05-31,AAPL,43.99156951904297,109931200
2018-06-01,AAPL,44.78490447998047,93770000
2018-06-04,AAPL,45.159210205078125,105064800
2018-06-05,AAPL,45.50761795043945,86264000
2018-06-06,AAPL,45.66534423828125,83734400
2018-06-07,AAPL,45.54291915893555,85388800
2018-06-08,AAPL,45.12860870361328,106627200
2018-06-11,AAPL,45.01796340942383,73234000
2018-06-12,AAPL,45.265140533447266,67644400
2018-06-13,AAPL,44.8931884765625,86553600
2018-06-14,AAPL,44.916725158691406,86440400
2018-06-15,AAPL,44.455322265625,246876800
2018-06-18,AAPL,44.43177795410156,73939600
2018-06-19,AAPL,43.71377944946289,134314000
2018-06-20,AAPL,43.904457092285156,82514800
2018-06-21,AAPL,43.65963363647461,102847600
2018-06-22,AAPL,43.532508850097656,108801600
2018-06-25,AAPL,42.8851203918457,126652400
2018-06-26,AAPL,43.41715621948242,98276800
2018-06-27,AAPL,43.35358810424805,101141200
2018-06-28,AAPL,43.669036865234375,69460800
2018-06-29,AAPL,43.57723617553711,90950800
2018-07-02,AAPL,44.06454849243164,70925200
2018-07-03,AAPL,43.29710388183594,55819200
2018-07-05,AAPL,43.6455078125,66416800
2018-07-06,AAPL,44.25051498413086,69940800
2018-07-09,AAPL,44.86494445800781,79026400
2018-07-10,AAPL,44.810787200927734,63756400
2018-07-11,AAPL,44.22932815551758,75326000
2018-07-12,AAPL,44.97087860107422,72164400
2018-07-13,AAPL,45.041507720947266,50055600
2018-07-16,AAPL,44.942630767822266,60172400
2018-07-17,AAPL,45.06974792480469,62138000
2018-07-18,AAPL,44.82257080078125,65573600
2018-07-19,AAPL,45.17098617553711,81147200
2018-07-20,AAPL,45.06740951538086,82704800
2018-07-23,AAPL,45.107425689697266,63957600
2018-07-24,AAPL,45.434654235839844,74791600
2018-07-25,AAPL,45.863094329833984,66839600
2018-07-26,AAPL,45.7194938659668,76304000
2018-07-27,AAPL,44.959102630615234,96096000
2018-07-30,AAPL,44.70722579956055,84118000
2018-07-31,AAPL,44.79665756225586,157492000
2018-08-01,AAPL,47.43564987182617,271742800
2018-08-02,AAPL,48.82223129272461,249616000
2018-08-03,AAPL,48.96348190307617,133789600
2018-08-06,AAPL,49.21772384643555,101701600
2018-08-07,AAPL,48.756317138671875,102349600
2018-08-08,AAPL,48.789276123046875,90102000
2018-08-09,AAPL,49.1729850769043,93970400
2018-08-10,AAPL,49.026527404785156,98444800
2018-08-13,AAPL,49.343082427978516,103563600
2018-08-14,AAPL,49.55096435546875,82992000
2018-08-15,AAPL,49.6667366027832,115230400
2018-08-16,AAPL,50.39435577392578,114001600
2018-08-17,AAPL,51.40072250366211,141708000
2018-08-20,AAPL,50.89990234375,121150800
2018-08-21,AAPL,50.80066680908203,104639200
2018-08-22,AAPL,50.80303955078125,76072400
2018-08-23,AAPL,50.90699005126953,75532800
2018-08-24,AAPL,51.06525421142578,73905600
2018-08-27,AAPL,51.48576736450195,82100400
2018-08-28,AAPL,51.90154266357422,91107200
2018-08-29,AAPL,52.6764030456543,109019200
2018-08-30,AAPL,53.160709381103516,195175200
2018-08-31,AAPL,53.77491760253906,173360400
2018-09-04,AAPL,53.94736862182617,109560400
2018-09-05,AAPL,53.59537887573242,133332000
2018-09-06,AAPL,52.70475387573242,137160000
2018-09-07,AAPL,52.27952575683594,150479200
2018-09-10,AAPL,51.577903747558594,158066000
2018-09-11,AAPL,52.881935119628906,142996000
2018-09-12,AAPL,52.22520446777344,197114800
2018-09-13,AAPL,53.48670196533203,166825600
2018-09-14,AAPL,52.87958908081055,127997200
2018-09-17,AAPL,51.471595764160156,148780400
2018-09-18,AAPL,51.556640625,126286800
2018-09-19,AAPL,51.58735275268555,108495200
2018-09-20,AAPL,51.97949981689453,106435200
2018-09-21,AAPL,51.41963195800781,384986800
2018-09-24,AAPL,52.1590576171875,110773600
2018-09-25,AAPL,52.48978042602539,98217600
2018-09-26,AAPL,52.0716438293457,95938800
2018-09-27,AAPL,53.14180374145508,120724800
2018-09-28,AAPL,53.32842254638672,91717600
2018-10-01,AAPL,53.687503814697266,94403200
2018-10-02,AAPL,54.16470718383789,99152800
2018-10-03,AAPL,54.823814392089844,114619200
2018-10-04,AAPL,53.85996627807617,128168000
2018-10-05,AAPL,52.98587417602539,134322000
2018-10-08,AAPL,52.86304473876953,118655600
2018-10-09,AAPL,53.59537887573242,107564000
2018-10-10,AAPL,51.11252212524414,167962400
2018-10-11,AAPL,50.66128158569336,212497600
2018-10-12,AAPL,52.47087478637695,161351600
2018-10-15,AAPL,51.34874725341797,123164000
2018-10-16,AAPL,52.48033142089844,116736000
2018-10-17,AAPL,52.2535400390625,91541600
2018-10-18,AAPL,51.03219223022461,130325200
2018-10-19,AAPL,51.80941390991211,132314800
2018-10-22,AAPL,52.125972747802734,115168400
2018-10-23,AAPL,52.61735153198242,155071200
2018-10-24,AAPL,50.8124885559082,163702000
2018-10-25,AAPL,51.925167083740234,119423200
2018-10-26,AAPL,51.09833908081055,189033600
2018-10-29,AAPL,50.13921356201172,183742000
2018-10-30,AAPL,50.38962173461914,146640000
2018-10-31,AAPL,51.70310592651367,153435600
2018-11-01,AAPL,52.496856689453125,233292800
2018-11-02,AAPL,49.014705657958984,365314800
2018-11-05,AAPL,47.623268127441406,264654800
2018-11-06,AAPL,48.138275146484375,127531600
2018-11-07,AAPL,49.598228454589844,133697600
2018-11-08,AAPL,49.425167083740234,101450400
2018-11-09,AAPL,48.47218322753906,137463200
2018-11-12,AAPL,46.03043746948242,204542000
2018-11-13,AAPL,45.570533752441406,187531600
2018-11-14,AAPL,44.28327560424805,243204000
2018-11-15,AAPL,45.37614822387695,185915200
2018-11-16,AAPL,45.87870788574219,147713200
2018-11-19,AAPL,44.06045150756836,167701200
2018-11-20,AAPL,41.95532989501953,271300800
2018-11-21,AAPL,41.90791702270508,124496800
2018-11-23,AAPL,40.843509674072266,94496000
2018-11-26,AAPL,41.39585876464844,179994000
2018-11-27,AAPL,41.30577850341797,165549600
2018-11-28,AAPL,42.894100189208984,184250000
2018-11-29,AAPL,42.5645751953125,167080000
2018-11-30,AAPL,42.33463668823242,158126000
2018-12-03,AAPL,43.81389617919922,163210000
2018-12-04,AAPL,41.88657760620117,165377200
2018-12-06,AAPL,41.41957092285156,172393600
